headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
hand-held,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hand held,手に持てる大きさの，携帯用の,,手に持てる大きさの，携帯用の,/hænd hɛld/,607121,This device is hand held and portable.,このデバイスは手に持てる大きさで、携帯用です。,1655446
handkerchief,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,handkerchief,ハンカチ / 《古》ネッカチーフ,,ハンカチ / 《古》ネッカチーフ,/ˈhænd.kər.tʃɪf/,19146,I always carry a handkerchief with me.,いつもハンカチを持ち歩いています。,2999470
handle,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,handle,に手で触れる / を扱う / (自動車などが) 操縦できる,,に手で触れる / を扱う / (自動車などが) 操縦できる,/ˈhændl/,19147,I know how to handle difficult situations.,難しい状況を処理する方法を知っています。,2999471
handshake,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,handshake,握手,,握手,/ˈhændʃeɪk/,19158,They greeted each other with a firm handshake.,彼らはしっかりとした握手でお互いに挨拶しました。,2999476
handwriting,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,handwriting,"〈U〉肉筆,手書き / 〈C〉〈U〉筆跡,書体",,"〈U〉肉筆,手書き / 〈C〉〈U〉筆跡,書体",/ˈhændˌraɪtɪŋ/,19165,Her handwriting is beautiful.,彼女の肉筆は美しいです。,2999480
handy,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,handy,"取り扱いに便利な,手ごろな,重宝な  / 《話》すぐ手元の,すぐ使える(at hand)  / (人が)器用な,手先の達者な;(…を)巧みに使う《+at(about, with)+名》",,"取り扱いに便利な,手ごろな,重宝な  / 《話》すぐ手元の,すぐ使える(at hand)  / (人が)器用な,手先の達者な;(…を)巧みに使う《+at(about, with)+名》",/'hændi/,19167,This handy tool makes it easy to fix small problems.,この便利なツールを使用すると、小さな問題を簡単に修正できます。,2999479
hang,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hang,"《通例副詞[句]を伴って》(…に)…‘を'掛ける,下げる,つるす  / (ちょうつがいなどで)〈ドアなど〉‘を'取り付ける《+名+on+名》  / …‘を'絞殺する;(犯罪で)…‘を'絞首刑にする  / 《話》《damnの遠回しな語として,ののしりの言葉や強意表現に用いて》  / 〈頭など〉‘を'垂れる  / (絵などで)〈部屋・壁など〉‘を'飾る,覆う《+名+with+名》;〈壁紙など〉‘を'壁に張る  / 《副詞[句]を伴って》(…に)掛かる,垂れる,ぶら下がる  / (ちょうつがいなどで)〈戸などが〉取り付けられている《+on+名》  / 首をつる,首つり自殺をする;(犯罪で)絞首刑になる《+for+名(doing)》",,"《通例副詞[句]を伴って》(…に)…‘を'掛ける,下げる,つるす  / (ちょうつがいなどで)〈ドアなど〉‘を'取り付ける《+名+on+名》  / …‘を'絞殺する;(犯罪で)…‘を'絞首刑にする  / 《話》《damnの遠回しな語として,ののしりの言葉や強意表現に用いて》  / 〈頭など〉‘を'垂れる  / (絵などで)〈部屋・壁など〉‘を'飾る,覆う《+名+with+名》;〈壁紙など〉‘を'壁に張る  / 《副詞[句]を伴って》(…に)掛かる,垂れる,ぶら下がる  / (ちょうつがいなどで)〈戸などが〉取り付けられている《+on+名》  / 首をつる,首つり自殺をする;(犯罪で)絞首刑になる《+for+名(doing)》",/hæŋ/,19169,I hang my clothes on the clothesline.,私は物干し竿に洗濯物を干す。,2999483
hanging,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hanging,"絞首刑に値する / 掛かっている,ぶら下がった",,"絞首刑に値する / 掛かっている,ぶら下がった",/ˈhæŋɪŋ/,19176,There was a lamp hanging above the table.,テーブルの上にはランプがぶら下がっていた。,114280
harbor/harbour,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: House and home, environment",,harbor,"〈U〉港 / 避難所,隠れ場所",,"〈U〉港 / 避難所,隠れ場所",/ˈhɑːrbər/,19217,The harbor is bustling with activity as ships come and go.,港は船が出入りして活気に満ちています。,2999497
hardship,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hardship,"〈U〉『辛苦』,苦難,難儀 / 〈C〉難事",,"〈U〉『辛苦』,苦難,難儀 / 〈C〉難事",/'hɑːrdʃɪp/,19263,She has faced many hardships in her life.,彼女は人生で多くの辛苦を経験してきました。,2999507
hard-working,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hardworking,"勤勉な, 働き者の",,"勤勉な, 働き者の",/hɑːdˈwɜːrkɪŋ/,19270,She is a hardworking student.,彼女は勤勉な学生です。,2999513
harness,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,harness,"『馬具』,引き具",,"『馬具』,引き具",/'hɑːrnɪs/,19305,He put on a harness and rode the horse.,彼は馬具をつけて馬に乗った。,1642366
hasty,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hasty,"『急ぎの』,急な,せわしい / 『早まった』,せっかちな",,"『急ぎの』,急な,せわしい / 『早まった』,せっかちな",/ˈheɪsti/,19350,He made a hasty decision without thinking it through.,彼は考えずに急いで決断した。,2999533
hatch,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hatch,"(上下に仕切ったドアの)半戸,下とびら / (また『hatchway』)(船・飛行機の)『昇降口』,ハッチ / (壁に取りつけた)配膳窓,格子口",,"(上下に仕切ったドアの)半戸,下とびら / (また『hatchway』)(船・飛行機の)『昇降口』,ハッチ / (壁に取りつけた)配膳窓,格子口",/hætʃ/,19356,I opened the hatch to let some fresh air in.,新鮮な空気を入れるために、半戸を開けました。,2999535
hate,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hate,"憎しみ,憎悪(hatred)",,"憎しみ,憎悪(hatred)",/heɪt/,19366,Love and hate are opposite emotions.,愛情と憎しみは正反対の感情だ。,103566
hatred,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hatred,"(…に対する)『憎しみ』,憎悪,《話》大嫌い《+『of』(『for』)+『名』》",,"(…に対する)『憎しみ』,憎悪,《話》大嫌い《+『of』(『for』)+『名』》",/'heɪtrɪd/,19371,She couldn't hide her hatred towards him.,彼に対する彼女の憎しみを隠すことはできなかった。,2999551
haunt,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: House and home, environment",,haunt,"〈C〉人がよく行く場所,人の集まる所",,"〈C〉人がよく行く場所,人の集まる所",/hɔnt/,19381,That bar is one of his favorite haunts.,あのバーは彼が良く顔を出すお気に入りの場所である。,142909
haven,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: House and home, environment",,haven,"安全な所,避難場所 / 《まれ》港",,"安全な所,避難場所 / 《まれ》港",/ˈheɪvən/,19392,The cabin in the woods is a haven of safety.,森の中の小屋は安全な場所です。,2999550
hazard,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hazard,"〈C〉危険, 冒険 / 《...にとっての》 危険物 《to ...》 / 障害物",,"〈C〉危険, 冒険 / 《...にとっての》 危険物 《to ...》 / 障害物",/'hæzərd/,19424,The building was inspected for safety hazards.,建物は安全上の問題がないか検査された。,1657829
headline,noun,"CoreInventory_1: Media

CoreInventory 2: 

Threshold: Free time, entertainment",,headline,"(新聞などの)見出し,表題  / 《複数形で》(ニュース放送の)おもな項目",,"(新聞などの)見出し,表題  / 《複数形で》(ニュース放送の)おもな項目",/ˈhɛd.laɪn/,19469,The headline of the newspaper caught my attention.,新聞の見出しに私の注意が引かれました。,2999576
heal,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,heal,"〈傷など〉‘を'直す / 〈悩み・不和など〉‘を'いやす,治める / 〈傷などが〉直る《+『up』(over』)》",,"〈傷など〉‘を'直す / 〈悩み・不和など〉‘を'いやす,治める / 〈傷などが〉直る《+『up』(over』)》",/hil/,19492,Music has the power to heal our souls.,音楽は私たちの魂を癒す力を持っています。,2999587
healing,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,healing,"《医》治療の / 《医》回復中の,治癒しつつある,回復する / 癒しの",,"《医》治療の / 《医》回復中の,治癒しつつある,回復する / 癒しの",/'hiː.lɪŋ/,9704893,The cleric performed a healing ritual on the injured soldier.,聖職者は負傷した兵士に癒しの儀式を行った。,1638548
hearing,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hearing,"〈U〉『聴力』,聴覚 / 〈U〉〈C〉(…を)『聞くこと』,(…の)聞き取り《+『of』+『名』》/〈C〉聞いてもらう機会,聞いてやること / 聴取 / 聴聞会 / 〈C〉(法廷などでの)尋問,審問,(刑罰の減免を求める)釈明,意見陳述 / 〈U〉聞こえる距離(範囲)",,"〈U〉『聴力』,聴覚 / 〈U〉〈C〉(…を)『聞くこと』,(…の)聞き取り《+『of』+『名』》/〈C〉聞いてもらう機会,聞いてやること / 聴取 / 聴聞会 / 〈C〉(法廷などでの)尋問,審問,(刑罰の減免を求める)釈明,意見陳述 / 〈U〉聞こえる距離(範囲)",/'hɪrɪŋ/,19504,I had a hearing test yesterday.,昨日、聴力検査を受けました。,1637500
heart attack,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,heart attack,"心臓発作,心臓まひ",,"心臓発作,心臓まひ",/hɑːrt əˈtæk/,19511,He had a heart attack and was rushed to the hospital.,彼は心臓発作を起こし、病院に急送されました。,2999592
hearted,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hearted,「…の心を持った」「心が…の」の意を表す,,「…の心を持った」「心が…の」の意を表す,/ˈhɑːrtɪd/,19523,She is kind-hearted and always helps others.,彼女は心優しく、いつも他人を助けます。,1640909
hearty,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,hearty,"『心のこもった』,親切な,温かい / 元気な,達者な / (食事が)たくさんの;栄養のある",,"『心のこもった』,親切な,温かい / 元気な,達者な / (食事が)たくさんの;栄養のある",/'hɑːrti/,19541,She prepared a hearty meal for her family.,彼女は家族のために心のこもった食事を用意しました。,2999604
heat,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,heat,"を熱する, を暖める / を興奮させる / 熱くなる, 暖まる",,"を熱する, を暖める / を興奮させる / 熱くなる, 暖まる",/hit/,9702707,She heated up the cold soup for supper.,彼女は冷えたスープを夕食に暖めた。,12064
heater,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: House and home, environment",,heater,"(ストーブ・スチームなどの)暖房装置,ヒーター",,"(ストーブ・スチームなどの)暖房装置,ヒーター",/ˈhiːtər/,19551,I turned on the heater because it was cold.,寒かったので、暖房装置をつけました。,2999602
heaven,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,heaven,"〈C〉《通例複数形で》『天』,『空』 / 〈U〉(神・天使などが住む)天国,極楽 / 〈U〉《H-》『神』(God) / 〈C〉〈U〉《話》天国のような場所;非常な幸せ",,"〈C〉《通例複数形で》『天』,『空』 / 〈U〉(神・天使などが住む)天国,極楽 / 〈U〉《H-》『神』(God) / 〈C〉〈U〉《話》天国のような場所;非常な幸せ",/'hɛvən/,19561,"He gazed up at the stars, feeling as if he were in heaven.",彼は星を見上げ、まるで天国にいるかのような気持ちになった。,2999609
heavenly,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,heavenly,"《名詞の前にのみ用いて》『天の』,空の / 《名詞の前にのみ用いて》天国の[ような],天来の / 《話》楽しい;美しい",,"《名詞の前にのみ用いて》『天の』,空の / 《名詞の前にのみ用いて》天国の[ような],天来の / 《話》楽しい;美しい",/'hɛvənli/,19563,The view from the mountaintop was heavenly.,山頂からの景色は天のようだった。,2999610
heel,noun,"CoreInventory_1: Clothes

CoreInventory 2: 

Threshold: Shopping",,heel,"(人間の足の)『かかと』 / (人間以外の脊椎(せきつい)動物の)かかと / (手首に近い)手のひらの縁の肉の盛り上がった部分 / (靴・靴下などの)かかとを包む部分 / (靴の裏の)かかと,ヒール;《複数形で》ヒールのついた靴;ハイヒール / (形・用途・位置などの)かかと状のもの / 《おもに米俗》卑劣な男",,"(人間の足の)『かかと』 / (人間以外の脊椎(せきつい)動物の)かかと / (手首に近い)手のひらの縁の肉の盛り上がった部分 / (靴・靴下などの)かかとを包む部分 / (靴の裏の)かかと,ヒール;《複数形で》ヒールのついた靴;ハイヒール / (形・用途・位置などの)かかと状のもの / 《おもに米俗》卑劣な男",/hil/,19613,She wore high heels to the party.,彼女はパーティーにハイヒールを履いていた。,2999621
